Mod:Item:MetaData, Localized Name
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:meta_block_compressed_1:0, Block of Chrome
gregtech:meta_block_compressed_1:1, Block of Cobalt
gregtech:meta_block_compressed_1:2, Block of Copper
gregtech:meta_block_compressed_1:4, Block of Dysprosium
gregtech:meta_block_compressed_1:5, Block of Erbium
gregtech:meta_block_compressed_1:6, Block of Europium
gregtech:meta_block_compressed_1:8, Block of Gadolinium
gregtech:meta_block_compressed_1:9, Block of Gallium
gregtech:meta_block_compressed_1:11, Block of Holmium
gregtech:meta_block_compressed_1:15, Block of Indium
gregtech:meta_block_compressed_19:0, Block of HSS-S
gregtech:meta_block_compressed_19:3, Block of Naquadah
gregtech:meta_block_compressed_19:4, Block of Naquadah Alloy
gregtech:meta_block_compressed_19:5, Block of Enriched Naquadah
gregtech:meta_block_compressed_19:6, Block of Naquadria
gregtech:meta_block_compressed_19:7, Block of Tritanium
gregtech:meta_block_compressed_19:8, Block of Duranium
gregtech:meta_block_compressed_19:9, Block of Borax
gregtech:meta_block_compressed_15:0, Block of Basalt
gregtech:meta_block_compressed_15:1, Block of Andesite
gregtech:meta_block_compressed_15:2, Block of Diorite
gregtech:meta_block_compressed_15:3, Block of Red Garnet
gregtech:meta_block_compressed_15:4, Block of Yellow Garnet
gregtech:meta_block_compressed_15:6, Block of Sugar
gregtech:meta_block_compressed_15:7, Block of Vinteum
gregtech:meta_block_compressed_15:8, Block of Redrock
gregtech:meta_block_compressed_15:9, Block of Potassium Feldspar
gregtech:meta_block_compressed_15:10, Block of Biotite
gregtech:meta_block_compressed_15:11, Block of Black Granite
gregtech:meta_block_compressed_15:13, Block of Chrysotile
gregtech:meta_block_compressed_15:14, Block of Realgar
gregtech:meta_block_compressed_15:15, Block of Vanadium Magnetite
gregtech:meta_block_compressed_9:0, Block of Polycaprolactam
gregtech:meta_block_compressed_9:1, Block of Polytetrafluoroethylene
gregtech:meta_block_compressed_9:2, Block of Powellite
gregtech:meta_block_compressed_9:4, Block of Pyrite
gregtech:meta_block_compressed_9:5, Block of Pyrolusite
gregtech:meta_block_compressed_9:6, Block of Pyrope
gregtech:meta_block_compressed_9:7, Block of Rock Salt
gregtech:meta_block_compressed_9:8, Block of Rubber
gregtech:meta_block_compressed_9:10, Block of Ruby
gregtech:meta_block_compressed_9:11, Block of Salt
gregtech:meta_block_compressed_9:12, Block of Saltpeter
gregtech:meta_block_compressed_9:13, Block of Sapphire
gregtech:meta_block_compressed_9:14, Block of Scheelite
gregtech:meta_block_compressed_9:15, Block of Silicon Dioxide
gregtech:meta_block_compressed_18:0, Block of Alunite
gregtech:meta_block_compressed_18:1, Block of Dolomite
gregtech:meta_block_compressed_18:2, Block of Wollastonite
gregtech:meta_block_compressed_18:3, Block of Zeolite
gregtech:meta_block_compressed_18:4, Block of Kyanite
gregtech:meta_block_compressed_18:5, Block of Kaolinite
gregtech:meta_block_compressed_18:6, Block of Talc
gregtech:meta_block_compressed_18:7, Block of Soapstone
gregtech:meta_block_compressed_18:9, Block of Magnetic Iron
gregtech:meta_block_compressed_18:10, Block of Magnetic Steel
gregtech:meta_block_compressed_18:11, Block of Magnetic Neodymium
gregtech:meta_block_compressed_18:12, Block of Tungstencarbide
gregtech:meta_block_compressed_18:13, Block of Vanadiumsteel
gregtech:meta_block_compressed_18:14, Block of HSS-G
gregtech:meta_block_compressed_18:15, Block of HSS-E
gregtech:meta_block_compressed_17:0, Block of Spodumene
gregtech:meta_block_compressed_17:1, Block of Pollucite
gregtech:meta_block_compressed_17:2, Block of Lepidolite
gregtech:meta_block_compressed_17:3, Block of Glauconite
gregtech:meta_block_compressed_17:4, Block of Glauconite Sand
gregtech:meta_block_compressed_17:5, Block of Vermiculite
gregtech:meta_block_compressed_17:6, Block of Bentonite
gregtech:meta_block_compressed_17:7, Block of Fullers Earth
gregtech:meta_block_compressed_17:8, Block of Pitchblende
gregtech:meta_block_compressed_17:9, Block of Monazite
gregtech:meta_block_compressed_17:10, Block of Malachite
gregtech:meta_block_compressed_17:11, Block of Mirabilite
gregtech:meta_block_compressed_17:12, Block of Mica
gregtech:meta_block_compressed_17:13, Block of Trona
gregtech:meta_block_compressed_17:14, Block of Barite
gregtech:meta_block_compressed_17:15, Block of Gypsum
gregtech:meta_block_compressed_14:0, Block of Tantalite
gregtech:meta_block_compressed_14:1, Block of Hydrated Coal
gregtech:meta_block_compressed_14:2, Block of Apatite
gregtech:meta_block_compressed_14:3, Block of Sterling Silver
gregtech:meta_block_compressed_14:4, Block of Rose Gold
gregtech:meta_block_compressed_14:5, Block of Black Bronze
gregtech:meta_block_compressed_14:6, Block of Bismuth Bronze
gregtech:meta_block_compressed_14:7, Block of Black Steel
gregtech:meta_block_compressed_14:8, Block of Red Steel
gregtech:meta_block_compressed_14:9, Block of Blue Steel
gregtech:meta_block_compressed_14:10, Block of Damascus Steel
gregtech:meta_block_compressed_14:11, Block of Tungstensteel
gregtech:meta_block_compressed_14:13, Block of Red Alloy
gregtech:meta_block_compressed_14:14, Block of Cobalt Brass
gregtech:meta_block_compressed_14:15, Block of Phosphor
gregtech:meta_block_compressed_13:2, Block of Perlite
gregtech:meta_block_compressed_13:3, Block of Lignite Coal
gregtech:meta_block_compressed_13:4, Block of Olivine
gregtech:meta_block_compressed_13:5, Block of Opal
gregtech:meta_block_compressed_13:6, Block of Amethyst
gregtech:meta_block_compressed_13:10, Block of Enderpearl
gregtech:meta_block_compressed_13:11, Block of Endereye
gregtech:meta_block_compressed_13:12, Block of Flint
gregtech:meta_block_compressed_13:13, Block of Diatomite
gregtech:meta_block_compressed_13:15, Block of Niter
gregtech:meta_block_compressed_2:0, Block of Iridium
gregtech:meta_block_compressed_2:2, Block of Lanthanum
gregtech:meta_block_compressed_2:3, Block of Lead
gregtech:meta_block_compressed_2:4, Block of Lithium
gregtech:meta_block_compressed_2:5, Block of Lutetium
gregtech:meta_block_compressed_2:6, Block of Magnesium
gregtech:meta_block_compressed_2:7, Block of Manganese
gregtech:meta_block_compressed_2:9, Block of Molybdenum
gregtech:meta_block_compressed_2:10, Block of Neodymium
gregtech:meta_block_compressed_2:11, Block of Darmstadtium
gregtech:meta_block_compressed_2:12, Block of Nickel
gregtech:meta_block_compressed_2:13, Block of Niobium
gregtech:meta_block_compressed_2:15, Block of Osmium
gregtech:meta_block_compressed_6:0, Block of Brown Limonite
gregtech:meta_block_compressed_6:1, Block of Calcite
gregtech:meta_block_compressed_6:2, Block of Cassiterite
gregtech:meta_block_compressed_6:3, Block of Cassiterite Sand
gregtech:meta_block_compressed_6:4, Block of Chalcopyrite
gregtech:meta_block_compressed_6:5, Block of Charcoal
gregtech:meta_block_compressed_6:6, Block of Chromite
gregtech:meta_block_compressed_6:7, Block of Cinnabar
gregtech:meta_block_compressed_6:11, Block of Cobaltite
gregtech:meta_block_compressed_6:12, Block of Sheldonite
gregtech:meta_block_compressed_6:13, Block of Cupronickel
gregtech:meta_block_compressed_6:14, Block of Dark Ashes
gregtech:meta_block_compressed_4:0, Block of Strontium
gregtech:meta_block_compressed_4:1, Block of Sulfur
gregtech:meta_block_compressed_4:2, Block of Tantalum
gregtech:meta_block_compressed_4:3, Block of Tellurium
gregtech:meta_block_compressed_4:4, Block of Terbium
gregtech:meta_block_compressed_4:5, Block of Thorium
gregtech:meta_block_compressed_4:6, Block of Thulium
gregtech:meta_block_compressed_4:7, Block of Tin
gregtech:meta_block_compressed_4:8, Block of Titanium
gregtech:meta_block_compressed_4:10, Block of Tungsten
gregtech:meta_block_compressed_4:11, Block of Uranium 238
gregtech:meta_block_compressed_4:12, Block of Uranium 235
gregtech:meta_block_compressed_4:13, Block of Vanadium
gregtech:meta_block_compressed_4:14, Block of Yttrium
gregtech:meta_block_compressed_4:15, Block of Zinc
gregtech:meta_block_compressed_8:0, Block of Lazurite
gregtech:meta_block_compressed_8:1, Block of Magnalium
gregtech:meta_block_compressed_8:2, Block of Magnesite
gregtech:meta_block_compressed_8:3, Block of Magnetite
gregtech:meta_block_compressed_8:4, Block of Molybdenite
gregtech:meta_block_compressed_8:5, Block of Nichrome
gregtech:meta_block_compressed_8:6, Block of Niobium Nitride
gregtech:meta_block_compressed_8:7, Block of Niobium-Titanium
gregtech:meta_block_compressed_8:10, Block of Obsidian
gregtech:meta_block_compressed_8:11, Block of Phosphate
gregtech:meta_block_compressed_8:12, Block of Pig Iron
gregtech:meta_block_compressed_8:13, Block of Polyethylene
gregtech:meta_block_compressed_8:14, Block of Epoxy Resin
gregtech:meta_block_compressed_8:15, Block of Polysiloxane
gregtech:meta_block_compressed_24:7, Block of Silicone Rubber
gregtech:meta_block_compressed_24:8, Block of Polydimethylsiloxane
gregtech:meta_block_compressed_24:11, Block of Polystyrene
gregtech:meta_block_compressed_24:13, Block of Raw Styrene-Butadiene Rubber
gregtech:meta_block_compressed_24:14, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_3:1, Block of Palladium
gregtech:meta_block_compressed_3:2, Block of Phosphorus
gregtech:meta_block_compressed_3:3, Block of Platinum
gregtech:meta_block_compressed_3:4, Block of Plutonium 244
gregtech:meta_block_compressed_3:5, Block of Plutonium 241
gregtech:meta_block_compressed_3:6, Block of Potassium
gregtech:meta_block_compressed_3:7, Block of Praseodymium
gregtech:meta_block_compressed_3:8, Block of Promethium
gregtech:meta_block_compressed_3:10, Block of Rubidium
gregtech:meta_block_compressed_3:11, Block of Samarium
gregtech:meta_block_compressed_3:12, Block of Scandium
gregtech:meta_block_compressed_3:13, Block of Silicon
gregtech:meta_block_compressed_3:14, Block of Silver
gregtech:meta_block_compressed_3:15, Block of Sodium
gregtech:meta_block_compressed_12:0, Block of Ultimet
gregtech:meta_block_compressed_12:1, Block of Uraninite
gregtech:meta_block_compressed_12:2, Block of Uvarovite
gregtech:meta_block_compressed_12:3, Block of Vanadium-Gallium
gregtech:meta_block_compressed_12:5, Block of Wrought Iron
gregtech:meta_block_compressed_12:6, Block of Wulfenite
gregtech:meta_block_compressed_12:7, Block of Yellow Limonite
gregtech:meta_block_compressed_12:8, Block of Yttrium Barium Cuprate
gregtech:meta_block_compressed_12:10, Block of Certus Quartz
gregtech:meta_block_compressed_12:11, Block of Quartzite
gregtech:meta_block_compressed_12:12, Block of Graphite
gregtech:meta_block_compressed_12:13, Block of Graphene
gregtech:meta_block_compressed_12:14, Block of Jasper
gregtech:meta_block_compressed_12:15, Block of Osmiridium
gregtech:meta_block_compressed_22:1, Block of Ytterbium
gregtech:meta_block_compressed_22:4, Block of Fireclay
gregtech:meta_block_compressed_22:5, Block of Coal Coke
gregtech:meta_block_compressed_22:6, Block of Tenorite
gregtech:meta_block_compressed_22:7, Block of Cuprite
gregtech:meta_block_compressed_22:8, Block of Bornite
gregtech:meta_block_compressed_22:9, Block of Chalcocite
gregtech:meta_block_compressed_22:10, Block of Enargite
gregtech:meta_block_compressed_22:11, Block of Tennantite
gregtech:meta_block_compressed_22:12, Block of Borosilicate Glass
gregtech:meta_block_compressed_25:2, Block of Potash
gregtech:meta_block_compressed_25:3, Block of Soda Ash
gregtech:meta_block_compressed_25:10, Block of Gallium Arsenide
gregtech:meta_block_compressed_25:11, Block of Polyphenylene Sulfide
gregtech:meta_block_compressed_7:0, Block of Electrum
gregtech:meta_block_compressed_7:2, Block of Galena
gregtech:meta_block_compressed_7:3, Block of Garnierite
gregtech:meta_block_compressed_7:5, Block of Green Sapphire
gregtech:meta_block_compressed_7:6, Block of Grossular
gregtech:meta_block_compressed_7:9, Block of Ilmenite
gregtech:meta_block_compressed_7:10, Block of Rutile
gregtech:meta_block_compressed_7:11, Block of Bauxite
gregtech:meta_block_compressed_7:13, Block of Magnesium Chloride
gregtech:meta_block_compressed_7:14, Block of Invar
gregtech:meta_block_compressed_7:15, Block of Kanthal
gregtech:meta_block_compressed_43:13, Block of Low Alloy
gregtech:meta_block_compressed_43:14, Block of Titanium Aluminide
gregtech:meta_block_compressed_16:10, Block of Basaltic Mineral Sand
gregtech:meta_block_compressed_16:11, Block of Granitic Mineral Sand
gregtech:meta_block_compressed_16:12, Block of Garnet Sand
gregtech:meta_block_compressed_16:13, Block of Quartz Sand
gregtech:meta_block_compressed_16:14, Block of Bastnasite
gregtech:meta_block_compressed_16:15, Block of Pentlandite
gregtech:meta_block_compressed_28:1, Block of Granite
gregtech:meta_block_compressed_28:12, Block of Magnesia
gregtech:meta_block_compressed_0:1, Block of Aluminium
gregtech:meta_block_compressed_0:2, Block of Americium
gregtech:meta_block_compressed_0:3, Block of Antimony
gregtech:meta_block_compressed_0:5, Block of Arsenic
gregtech:meta_block_compressed_0:6, Block of Barium
gregtech:meta_block_compressed_0:7, Block of Beryllium
gregtech:meta_block_compressed_0:8, Block of Bismuth
gregtech:meta_block_compressed_0:9, Block of Boron
gregtech:meta_block_compressed_0:10, Block of Caesium
gregtech:meta_block_compressed_0:11, Block of Calcium
gregtech:meta_block_compressed_0:12, Block of Carbon
gregtech:meta_block_compressed_0:13, Block of Cadmium
gregtech:meta_block_compressed_0:14, Block of Cerium
gregtech:meta_block_compressed_26:5, Block of Indium Gallium Phosphide
gregtech:meta_block_compressed_26:6, Block of Platinum Group Sludge
gregtech:meta_block_compressed_26:7, Block of Ferrite Mixture
gregtech:meta_block_compressed_26:8, Block of Nickel Zinc Ferrite
gregtech:meta_block_compressed_29:2, Block of Phosphorous Pentoxide
gregtech:meta_block_compressed_29:6, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_5:5, Block of Almandine
gregtech:meta_block_compressed_5:6, Block of Andradite
gregtech:meta_block_compressed_5:7, Block of Annealed Copper
gregtech:meta_block_compressed_5:8, Block of Asbestos
gregtech:meta_block_compressed_5:9, Block of Ashes
gregtech:meta_block_compressed_5:10, Block of Banded Iron
gregtech:meta_block_compressed_5:11, Block of Battery Alloy
gregtech:meta_block_compressed_5:12, Block of Blue Topaz
gregtech:meta_block_compressed_5:14, Block of Brass
gregtech:meta_block_compressed_5:15, Block of Bronze
gregtech:meta_block_compressed_20:0, Block of Gunpowder
gregtech:meta_block_compressed_20:5, Block of Paper
gregtech:meta_block_compressed_20:6, Block of Rare Earth
gregtech:meta_block_compressed_20:11, Block of Nether Star
gregtech:meta_block_compressed_54:15, Block of Lignite Coke
gregtech:meta_block_compressed_60:5, Block of Polyvinyl Chloride
gregtech:meta_block_compressed_60:12, Block of Neutronium
gregtech:meta_block_compressed_11:4, Block of Soldering Alloy
gregtech:meta_block_compressed_11:5, Block of Spessartine
gregtech:meta_block_compressed_11:6, Block of Sphalerite
gregtech:meta_block_compressed_11:7, Block of Stainless Steel
gregtech:meta_block_compressed_11:8, Block of Steel
gregtech:meta_block_compressed_11:9, Block of Stibnite
gregtech:meta_block_compressed_11:11, Block of Tanzanite
gregtech:meta_block_compressed_11:12, Block of Tetrahedrite
gregtech:meta_block_compressed_11:13, Block of Tin Alloy
gregtech:meta_block_compressed_11:14, Block of Topaz
gregtech:meta_block_compressed_11:15, Block of Tungstate
gregtech:meta_block_compressed_23:5, Block of Sodium Hydroxide
gregtech:meta_block_compressed_23:6, Block of Quicklime
gregtech:meta_block_compressed_23:14, Block of Sodium Bisulfate
gregtech:meta_block_compressed_58:10, Block of Meat
gregtech:meta_block_compressed_21:7, Block of Cocoa
gregtech:meta_block_compressed_10:1, Block of Sodalite
gregtech:meta_block_compressed_10:3, Block of Sodium Sulfide
gregtech:frame_hssg:0, HSS-G Frame
gregtech:frame_hssg:1, HSS-G Frame
gregtech:frame_hssg:2, HSS-G Frame
gregtech:frame_hssg:3, HSS-G Frame
gregtech:frame_hssg:4, HSS-G Frame
gregtech:frame_hssg:5, HSS-G Frame
gregtech:frame_hssg:6, HSS-G Frame
gregtech:frame_hssg:7, HSS-G Frame
gregtech:frame_hssg:8, HSS-G Frame
gregtech:frame_hssg:9, HSS-G Frame
gregtech:frame_hssg:10, HSS-G Frame
gregtech:frame_hssg:11, HSS-G Frame
gregtech:frame_hssg:12, HSS-G Frame
gregtech:frame_hssg:13, HSS-G Frame
gregtech:frame_hssg:14, HSS-G Frame
gregtech:frame_hssg:15, HSS-G Frame
gregtech:frame_wood:0, Wood Frame
gregtech:frame_wood:1, Wood Frame
gregtech:frame_wood:2, Wood Frame
gregtech:frame_wood:3, Wood Frame
gregtech:frame_wood:4, Wood Frame
gregtech:frame_wood:5, Wood Frame
gregtech:frame_wood:6, Wood Frame
gregtech:frame_wood:7, Wood Frame
gregtech:frame_wood:8, Wood Frame
gregtech:frame_wood:9, Wood Frame
gregtech:frame_wood:10, Wood Frame
gregtech:frame_wood:11, Wood Frame
gregtech:frame_wood:12, Wood Frame
gregtech:frame_wood:13, Wood Frame
gregtech:frame_wood:14, Wood Frame
gregtech:frame_wood:15, Wood Frame
gregtech:frame_tritanium:0, Tritanium Frame
gregtech:frame_tritanium:1, Tritanium Frame
gregtech:frame_tritanium:2, Tritanium Frame
gregtech:frame_tritanium:3, Tritanium Frame
gregtech:frame_tritanium:4, Tritanium Frame
gregtech:frame_tritanium:5, Tritanium Frame
gregtech:frame_tritanium:6, Tritanium Frame
gregtech:frame_tritanium:7, Tritanium Frame
gregtech:frame_tritanium:8, Tritanium Frame
gregtech:frame_tritanium:9, Tritanium Frame
gregtech:frame_tritanium:10, Tritanium Frame
gregtech:frame_tritanium:11, Tritanium Frame
gregtech:frame_tritanium:12, Tritanium Frame
gregtech:frame_tritanium:13, Tritanium Frame
gregtech:frame_tritanium:14, Tritanium Frame
gregtech:frame_tritanium:15, Tritanium Frame
gregtech:frame_invar:0, Invar Frame
gregtech:frame_invar:1, Invar Frame
gregtech:frame_invar:2, Invar Frame
gregtech:frame_invar:3, Invar Frame
gregtech:frame_invar:4, Invar Frame
gregtech:frame_invar:5, Invar Frame
gregtech:frame_invar:6, Invar Frame
gregtech:frame_invar:7, Invar Frame
gregtech:frame_invar:8, Invar Frame
gregtech:frame_invar:9, Invar Frame
gregtech:frame_invar:10, Invar Frame
gregtech:frame_invar:11, Invar Frame
gregtech:frame_invar:12, Invar Frame
gregtech:frame_invar:13, Invar Frame
gregtech:frame_invar:14, Invar Frame
gregtech:frame_invar:15, Invar Frame
gregtech:frame_blue_steel:0, Blue Steel Frame
gregtech:frame_blue_steel:1, Blue Steel Frame
gregtech:frame_blue_steel:2, Blue Steel Frame
gregtech:frame_blue_steel:3, Blue Steel Frame
gregtech:frame_blue_steel:4, Blue Steel Frame
gregtech:frame_blue_steel:5, Blue Steel Frame
gregtech:frame_blue_steel:6, Blue Steel Frame
gregtech:frame_blue_steel:7, Blue Steel Frame
gregtech:frame_blue_steel:8, Blue Steel Frame
gregtech:frame_blue_steel:9, Blue Steel Frame
gregtech:frame_blue_steel:10, Blue Steel Frame
gregtech:frame_blue_steel:11, Blue Steel Frame
gregtech:frame_blue_steel:12, Blue Steel Frame
gregtech:frame_blue_steel:13, Blue Steel Frame
gregtech:frame_blue_steel:14, Blue Steel Frame
gregtech:frame_blue_steel:15, Blue Steel Frame
gregtech:frame_iron:0, Iron Frame
gregtech:frame_iron:1, Iron Frame
gregtech:frame_iron:2, Iron Frame
gregtech:frame_iron:3, Iron Frame
gregtech:frame_iron:4, Iron Frame
gregtech:frame_iron:5, Iron Frame
gregtech:frame_iron:6, Iron Frame
gregtech:frame_iron:7, Iron Frame
gregtech:frame_iron:8, Iron Frame
gregtech:frame_iron:9, Iron Frame
gregtech:frame_iron:10, Iron Frame
gregtech:frame_iron:11, Iron Frame
gregtech:frame_iron:12, Iron Frame
gregtech:frame_iron:13, Iron Frame
gregtech:frame_iron:14, Iron Frame
gregtech:frame_iron:15, Iron Frame
gregtech:frame_bronze:0, Bronze Frame
gregtech:frame_bronze:1, Bronze Frame
gregtech:frame_bronze:2, Bronze Frame
gregtech:frame_bronze:3, Bronze Frame
gregtech:frame_bronze:4, Bronze Frame
gregtech:frame_bronze:5, Bronze Frame
gregtech:frame_bronze:6, Bronze Frame
gregtech:frame_bronze:7, Bronze Frame
gregtech:frame_bronze:8, Bronze Frame
gregtech:frame_bronze:9, Bronze Frame
gregtech:frame_bronze:10, Bronze Frame
gregtech:frame_bronze:11, Bronze Frame
gregtech:frame_bronze:12, Bronze Frame
gregtech:frame_bronze:13, Bronze Frame
gregtech:frame_bronze:14, Bronze Frame
gregtech:frame_bronze:15, Bronze Frame
gregtech:frame_darmstadtium:0, Darmstadtium Frame
gregtech:frame_darmstadtium:1, Darmstadtium Frame
gregtech:frame_darmstadtium:2, Darmstadtium Frame
gregtech:frame_darmstadtium:3, Darmstadtium Frame
gregtech:frame_darmstadtium:4, Darmstadtium Frame
gregtech:frame_darmstadtium:5, Darmstadtium Frame
gregtech:frame_darmstadtium:6, Darmstadtium Frame
gregtech:frame_darmstadtium:7, Darmstadtium Frame
gregtech:frame_darmstadtium:8, Darmstadtium Frame
gregtech:frame_darmstadtium:9, Darmstadtium Frame
gregtech:frame_darmstadtium:10, Darmstadtium Frame
gregtech:frame_darmstadtium:11, Darmstadtium Frame
gregtech:frame_darmstadtium:12, Darmstadtium Frame
gregtech:frame_darmstadtium:13, Darmstadtium Frame
gregtech:frame_darmstadtium:14, Darmstadtium Frame
gregtech:frame_darmstadtium:15, Darmstadtium Frame
gregtech:frame_tungsten_steel:0, Tungstensteel Frame
gregtech:frame_tungsten_steel:1, Tungstensteel Frame
gregtech:frame_tungsten_steel:2, Tungstensteel Frame
gregtech:frame_tungsten_steel:3, Tungstensteel Frame
gregtech:frame_tungsten_steel:4, Tungstensteel Frame
gregtech:frame_tungsten_steel:5, Tungstensteel Frame
gregtech:frame_tungsten_steel:6, Tungstensteel Frame
gregtech:frame_tungsten_steel:7, Tungstensteel Frame
gregtech:frame_tungsten_steel:8, Tungstensteel Frame
gregtech:frame_tungsten_steel:9, Tungstensteel Frame
gregtech:frame_tungsten_steel:10, Tungstensteel Frame
gregtech:frame_tungsten_steel:11, Tungstensteel Frame
gregtech:frame_tungsten_steel:12, Tungstensteel Frame
gregtech:frame_tungsten_steel:13, Tungstensteel Frame
gregtech:frame_tungsten_steel:14, Tungstensteel Frame
gregtech:frame_tungsten_steel:15, Tungstensteel Frame
gregtech:frame_stainless_steel:0, Stainless Steel Frame
gregtech:frame_stainless_steel:1, Stainless Steel Frame
gregtech:frame_stainless_steel:2, Stainless Steel Frame
gregtech:frame_stainless_steel:3, Stainless Steel Frame
gregtech:frame_stainless_steel:4, Stainless Steel Frame
gregtech:frame_stainless_steel:5, Stainless Steel Frame
gregtech:frame_stainless_steel:6, Stainless Steel Frame
gregtech:frame_stainless_steel:7, Stainless Steel Frame
gregtech:frame_stainless_steel:8, Stainless Steel Frame
gregtech:frame_stainless_steel:9, Stainless Steel Frame
gregtech:frame_stainless_steel:10, Stainless Steel Frame
gregtech:frame_stainless_steel:11, Stainless Steel Frame
gregtech:frame_stainless_steel:12, Stainless Steel Frame
gregtech:frame_stainless_steel:13, Stainless Steel Frame
gregtech:frame_stainless_steel:14, Stainless Steel Frame
gregtech:frame_stainless_steel:15, Stainless Steel Frame
gregtech:frame_hsse:0, HSS-E Frame
gregtech:frame_hsse:1, HSS-E Frame
gregtech:frame_hsse:2, HSS-E Frame
gregtech:frame_hsse:3, HSS-E Frame
gregtech:frame_hsse:4, HSS-E Frame
gregtech:frame_hsse:5, HSS-E Frame
gregtech:frame_hsse:6, HSS-E Frame
gregtech:frame_hsse:7, HSS-E Frame
gregtech:frame_hsse:8, HSS-E Frame
gregtech:frame_hsse:9, HSS-E Frame
gregtech:frame_hsse:10, HSS-E Frame
gregtech:frame_hsse:11, HSS-E Frame
gregtech:frame_hsse:12, HSS-E Frame
gregtech:frame_hsse:13, HSS-E Frame
gregtech:frame_hsse:14, HSS-E Frame
gregtech:frame_hsse:15, HSS-E Frame
gregtech:frame_neutronium:0, Neutronium Frame
gregtech:frame_neutronium:1, Neutronium Frame
gregtech:frame_neutronium:2, Neutronium Frame
gregtech:frame_neutronium:3, Neutronium Frame
gregtech:frame_neutronium:4, Neutronium Frame
